image_id,category_id,bbox,score
677,7,"[421.0, 245.0, 77.0, 100.0]",0.281971424818038
677,1,"[1396.0, 351.0, 69.0, 66.0]",0.272838026285171
677,5,"[783.0, 438.0, 683.0, 163.0]",0.254688411951065
677,5,"[178.0, 467.0, 218.0, 161.0]",0.24782501161098403
677,5,"[807.0, 507.0, 62.0, 102.0]",0.20366184413433003
677,1,"[774.0, 340.0, 97.0, 95.0]",0.20170742273330602
504,20,"[0.0, 394.0, 1058.0, 268.0]",0.7208120226860041
504,5,"[165.0, 780.0, 113.0, 76.0]",0.5550494790077211
504,2,"[180.0, 631.0, 96.0, 97.0]",0.36060428619384705
504,1,"[180.0, 631.0, 96.0, 97.0]",0.317168682813644
52,31,"[34.0, 0.0, 1261.0, 1056.0]",0.9563083648681641
52,1,"[1383.0, 866.0, 152.0, 188.0]",0.801898002624511
52,7,"[1416.0, 782.0, 73.0, 86.0]",0.640227615833282
52,20,"[1397.0, 737.0, 519.0, 157.0]",0.6008892655372621
52,1,"[830.0, 827.0, 704.0, 223.0]",0.20968163013458202
52,7,"[879.0, 754.0, 631.0, 139.0]",0.20314961671829201
198,8,"[348.0, 310.0, 83.0, 98.0]",0.6184425354003901
198,18,"[1536.0, 64.0, 375.0, 348.0]",0.617050409317016
198,18,"[832.0, 41.0, 1032.0, 379.0]",0.537785470485687
198,1,"[980.0, 423.0, 751.0, 167.0]",0.48138067126274103
198,5,"[275.0, 586.0, 1569.0, 365.0]",0.46657940745353704
198,5,"[1760.0, 611.0, 84.0, 99.0]",0.461794406175613
198,5,"[330.0, 672.0, 109.0, 169.0]",0.442027181386947
198,5,"[337.0, 558.0, 622.0, 288.0]",0.39611122012138306
198,1,"[332.0, 437.0, 1497.0, 255.0]",0.39061146974563604
198,18,"[820.0, 103.0, 473.0, 277.0]",0.354432493448257
198,5,"[902.0, 592.0, 996.0, 157.0]",0.3316590487957
198,5,"[1420.0, 609.0, 410.0, 122.0]",0.30254209041595403
198,5,"[927.0, 564.0, 660.0, 156.0]",0.289450973272323
198,7,"[1451.0, 382.0, 353.0, 70.0]",0.259511172771453
198,7,"[352.0, 333.0, 729.0, 150.0]",0.240918099880218
198,2,"[321.0, 391.0, 743.0, 213.0]",0.23332227766513802
198,7,"[356.0, 326.0, 360.0, 114.0]",0.233160316944122
198,1,"[302.0, 403.0, 176.0, 197.0]",0.228127598762512
198,1,"[1721.0, 445.0, 94.0, 117.0]",0.219586998224258
198,5,"[995.0, 587.0, 125.0, 85.0]",0.21788947284221602
894,31,"[378.0, 0.0, 1539.0, 1079.0]",0.987293004989624
894,1,"[635.0, 269.0, 159.0, 171.0]",0.8295243382453911
894,7,"[665.0, 197.0, 69.0, 76.0]",0.70586484670639
894,5,"[688.0, 545.0, 100.0, 106.0]",0.38550129532814004
894,31,"[417.0, 34.0, 719.0, 813.0]",0.279667228460311
823,41,"[722.0, 121.0, 434.0, 740.0]",0.8753221035003661
823,41,"[740.0, 82.0, 304.0, 492.0]",0.44086515903472906
265,5,"[440.0, 603.0, 177.0, 136.0]",0.547298192977905
265,1,"[479.0, 319.0, 138.0, 192.0]",0.5357947349548341
265,1,"[519.0, 324.0, 590.0, 189.0]",0.52310436964035
265,5,"[509.0, 509.0, 532.0, 225.0]",0.48888728022575306
265,2,"[1395.0, 336.0, 99.0, 96.0]",0.48141747713088906
265,5,"[778.0, 500.0, 680.0, 136.0]",0.45491048693656905
265,8,"[485.0, 259.0, 108.0, 75.0]",0.421924263238906
265,5,"[1398.0, 499.0, 75.0, 91.0]",0.384889870882034
265,5,"[518.0, 512.0, 970.0, 323.0]",0.374144911766052
265,5,"[849.0, 489.0, 243.0, 111.0]",0.270005017518997
265,1,"[849.0, 343.0, 272.0, 128.0]",0.26563107967376703
265,5,"[872.0, 429.0, 609.0, 179.0]",0.263447880744934
265,7,"[1049.0, 315.0, 433.0, 81.0]",0.228264287114143
672,18,"[646.0, 0.0, 478.0, 345.0]",0.6625295281410211
672,5,"[467.0, 515.0, 454.0, 180.0]",0.5144907832145691
672,5,"[1851.0, 477.0, 66.0, 71.0]",0.480606794357299
672,18,"[184.0, 8.0, 985.0, 345.0]",0.441283911466598
672,1,"[435.0, 313.0, 795.0, 172.0]",0.401888310909271
672,2,"[1848.0, 354.0, 71.0, 83.0]",0.347969710826873
672,7,"[488.0, 276.0, 427.0, 82.0]",0.323974609375
672,7,"[462.0, 270.0, 767.0, 132.0]",0.297342538833618
672,7,"[860.0, 292.0, 393.0, 74.0]",0.280081987380981
672,7,"[461.0, 240.0, 88.0, 85.0]",0.260877698659896
672,5,"[152.0, 494.0, 979.0, 320.0]",0.24779915809631303
672,5,"[408.0, 474.0, 1512.0, 378.0]",0.23042091727256703
672,1,"[1852.0, 352.0, 68.0, 80.0]",0.21226440370082802
672,7,"[75.0, 214.0, 875.0, 143.0]",0.20804363489151
672,1,"[165.0, 291.0, 1112.0, 281.0]",0.20584346354007702
672,5,"[433.0, 521.0, 178.0, 167.0]",0.20137722790241203
540,31,"[43.0, 0.0, 577.0, 765.0]",0.8806269168853761
540,2,"[994.0, 449.0, 86.0, 84.0]",0.23861284554004603
274,18,"[889.0, 0.0, 480.0, 340.0]",0.685690999031066
274,18,"[167.0, 16.0, 1163.0, 365.0]",0.6611416935920711
274,5,"[595.0, 576.0, 851.0, 194.0]",0.596459805965423
274,18,"[180.0, 65.0, 520.0, 283.0]",0.45162993669509804
274,5,"[204.0, 476.0, 1187.0, 333.0]",0.44977104663848805
274,5,"[1249.0, 605.0, 184.0, 113.0]",0.44444066286087003
274,8,"[1235.0, 294.0, 76.0, 72.0]",0.415364384651184
274,1,"[721.0, 354.0, 670.0, 204.0]",0.37925362586975103
274,1,"[1252.0, 347.0, 119.0, 196.0]",0.36242166161537104
274,5,"[207.0, 560.0, 704.0, 174.0]",0.33382543921470603
274,2,"[548.0, 387.0, 201.0, 136.0]",0.27126795053482
274,7,"[636.0, 327.0, 679.0, 165.0]",0.257816046476364
274,7,"[555.0, 344.0, 287.0, 77.0]",0.254289150238037
274,7,"[637.0, 288.0, 677.0, 137.0]",0.249302729964256
274,5,"[561.0, 545.0, 228.0, 131.0]",0.24706479907035803
274,2,"[535.0, 393.0, 76.0, 118.0]",0.246562451124191
274,5,"[684.0, 598.0, 237.0, 165.0]",0.22821272909641202
274,1,"[246.0, 389.0, 1127.0, 306.0]",0.21523921191692302
274,5,"[191.0, 550.0, 71.0, 78.0]",0.20002952218055703
3,1,"[251.0, 366.0, 78.0, 81.0]",0.56754332780838
3,1,"[1243.0, 431.0, 620.0, 494.0]",0.5366576313972471
3,18,"[461.0, 26.0, 434.0, 360.0]",0.528810739517211
3,7,"[1296.0, 326.0, 523.0, 199.0]",0.476770311594009
3,7,"[1683.0, 327.0, 141.0, 169.0]",0.46192970871925304
3,5,"[1262.0, 736.0, 157.0, 151.0]",0.39642331004142706
3,5,"[256.0, 478.0, 66.0, 66.0]",0.35874453186988803
3,18,"[107.0, 22.0, 898.0, 355.0]",0.34247413277626004
3,1,"[1267.0, 477.0, 174.0, 199.0]",0.23996005952358201
3,18,"[20.0, 0.0, 301.0, 340.0]",0.235163331031799
340,18,"[469.0, 141.0, 444.0, 348.0]",0.698407530784606
340,1,"[260.0, 467.0, 81.0, 88.0]",0.58921867609024
340,1,"[1561.0, 550.0, 90.0, 122.0]",0.47408810257911604
340,18,"[98.0, 123.0, 884.0, 333.0]",0.47384494543075506
340,5,"[967.0, 686.0, 690.0, 160.0]",0.442704141139984
340,5,"[240.0, 599.0, 1481.0, 342.0]",0.40449932217597906
340,18,"[22.0, 98.0, 273.0, 336.0]",0.401365488767623
340,2,"[603.0, 482.0, 566.0, 180.0]",0.334552437067031
340,2,"[1000.0, 498.0, 134.0, 172.0]",0.313477605581283
340,5,"[651.0, 603.0, 438.0, 265.0]",0.310848712921142
340,5,"[1525.0, 732.0, 137.0, 78.0]",0.298812627792358
340,18,"[0.0, 138.0, 171.0, 285.0]",0.29195237159729004
340,5,"[996.0, 737.0, 100.0, 118.0]",0.28743240237236
340,7,"[1015.0, 452.0, 611.0, 158.0]",0.269181221723556
340,2,"[659.0, 479.0, 67.0, 85.0]",0.24861384928226402
340,5,"[263.0, 593.0, 504.0, 83.0]",0.24590988457202903
340,2,"[329.0, 438.0, 1259.0, 281.0]",0.24572950601577703
340,5,"[249.0, 590.0, 850.0, 205.0]",0.24269525706768003
340,7,"[1078.0, 474.0, 81.0, 65.0]",0.216847166419029
340,7,"[982.0, 384.0, 684.0, 183.0]",0.200506433844566
676,5,"[201.0, 440.0, 632.0, 202.0]",0.6679835319519041
676,7,"[181.0, 149.0, 617.0, 161.0]",0.392407178878784
676,5,"[140.0, 381.0, 1066.0, 310.0]",0.35135635733604403
676,7,"[427.0, 207.0, 357.0, 90.0]",0.31796795129776
676,5,"[129.0, 445.0, 203.0, 132.0]",0.31449100375175404
676,2,"[62.0, 279.0, 726.0, 186.0]",0.31354188919067305
676,2,"[86.0, 293.0, 262.0, 131.0]",0.285829991102218
676,5,"[1184.0, 367.0, 106.0, 59.0]",0.27550783753395003
676,7,"[418.0, 186.0, 74.0, 80.0]",0.25223171710968
676,5,"[653.0, 374.0, 637.0, 173.0]",0.24762409925460802
676,7,"[232.0, 182.0, 263.0, 130.0]",0.241746872663497
676,5,"[636.0, 397.0, 179.0, 145.0]",0.23139823973178802
676,1,"[234.0, 255.0, 610.0, 183.0]",0.230004504323005
676,7,"[30.0, 84.0, 478.0, 250.0]",0.22533446550369202
676,7,"[363.0, 195.0, 946.0, 145.0]",0.21478898823261203
555,31,"[60.0, 24.0, 669.0, 882.0]",0.7978103756904601
555,31,"[267.0, 494.0, 453.0, 346.0]",0.26229453086853
555,24,"[1149.0, 621.0, 54.0, 91.0]",0.20142400264739901
690,5,"[376.0, 599.0, 663.0, 153.0]",0.632262885570526
690,18,"[959.0, 243.0, 341.0, 320.0]",0.609494388103485
690,7,"[890.0, 282.0, 67.0, 79.0]",0.605653524398803
690,7,"[395.0, 259.0, 533.0, 155.0]",0.536229610443115
690,1,"[363.0, 371.0, 648.0, 185.0]",0.534760951995849
690,7,"[354.0, 312.0, 65.0, 76.0]",0.41686606407165505
690,1,"[820.0, 357.0, 195.0, 179.0]",0.34060695767402605
690,5,"[349.0, 577.0, 208.0, 137.0]",0.284381806850433
690,7,"[362.0, 346.0, 548.0, 79.0]",0.28145012259483304
690,5,"[763.0, 616.0, 232.0, 159.0]",0.253653794527053
690,1,"[341.0, 380.0, 183.0, 147.0]",0.23510499298572501
690,31,"[155.0, 271.0, 1155.0, 324.0]",0.20816692709922702
690,18,"[1097.0, 404.0, 156.0, 181.0]",0.20388112962245902
143,1,"[587.0, 427.0, 202.0, 204.0]",0.6976767778396601
143,7,"[626.0, 313.0, 97.0, 124.0]",0.5325933098793031
143,1,"[574.0, 232.0, 1080.0, 360.0]",0.5282433629035951
143,5,"[526.0, 765.0, 209.0, 191.0]",0.49420458078384405
143,1,"[1213.0, 215.0, 464.0, 249.0]",0.46001937985420205
143,7,"[1220.0, 114.0, 435.0, 209.0]",0.407151222229003
143,7,"[1466.0, 122.0, 234.0, 134.0]",0.347362130880355
143,7,"[1268.0, 130.0, 274.0, 137.0]",0.31243085861206005
143,5,"[1180.0, 492.0, 513.0, 175.0]",0.28006735444068903
143,7,"[1217.0, 256.0, 76.0, 96.0]",0.262733608484268
143,7,"[630.0, 270.0, 713.0, 147.0]",0.257307440042495
143,7,"[1615.0, 160.0, 79.0, 89.0]",0.247380122542381
143,7,"[1214.0, 182.0, 454.0, 224.0]",0.24447566270828203
143,7,"[1471.0, 124.0, 78.0, 96.0]",0.21929323673248202
143,7,"[575.0, 150.0, 1089.0, 342.0]",0.21927738189697202
257,18,"[1010.0, 17.0, 428.0, 380.0]",0.611601889133453
257,18,"[314.0, 21.0, 1130.0, 352.0]",0.58686363697052
257,8,"[1304.0, 329.0, 75.0, 84.0]",0.5829304456710811
257,5,"[943.0, 550.0, 454.0, 297.0]",0.561983525753021
257,5,"[1219.0, 681.0, 175.0, 138.0]",0.52307116985321
257,1,"[944.0, 385.0, 452.0, 207.0]",0.49323171377182
257,5,"[296.0, 592.0, 87.0, 119.0]",0.42165857553482006
257,5,"[260.0, 565.0, 1106.0, 386.0]",0.407309561967849
257,1,"[292.0, 397.0, 94.0, 131.0]",0.38862115144729603
257,5,"[313.0, 544.0, 744.0, 174.0]",0.38560500741004905
257,7,"[903.0, 318.0, 470.0, 75.0]",0.268458425998687
257,18,"[295.0, 21.0, 495.0, 298.0]",0.250183880329132
257,1,"[288.0, 357.0, 810.0, 174.0]",0.23845541477203303
257,1,"[913.0, 376.0, 204.0, 143.0]",0.23367121815681402
257,7,"[309.0, 344.0, 68.0, 71.0]",0.21876764297485302
257,1,"[891.0, 374.0, 69.0, 81.0]",0.21298748254776
257,5,"[909.0, 523.0, 236.0, 149.0]",0.20867191255092601
95,31,"[10.0, 0.0, 1688.0, 431.0]",0.8252269029617311
95,2,"[1582.0, 462.0, 192.0, 190.0]",0.5876280069351191
95,7,"[1690.0, 363.0, 84.0, 99.0]",0.464407861232757
95,5,"[1628.0, 744.0, 138.0, 175.0]",0.46369302272796603
95,7,"[1604.0, 364.0, 172.0, 126.0]",0.347216010093688
95,2,"[1606.0, 448.0, 305.0, 348.0]",0.29088124632835305
95,5,"[1626.0, 667.0, 294.0, 268.0]",0.282162427902221
95,7,"[1601.0, 425.0, 58.0, 75.0]",0.274649530649185
30,31,"[30.0, 1.0, 1853.0, 845.0]",0.9162135720252991
30,2,"[1467.0, 589.0, 315.0, 479.0]",0.8326731324195861
30,7,"[1439.0, 379.0, 215.0, 227.0]",0.657658219337463
816,17,"[942.0, 349.0, 244.0, 314.0]",0.5867128372192381
816,38,"[113.0, 9.0, 1727.0, 322.0]",0.24841783940792003
260,18,"[578.0, 1.0, 464.0, 343.0]",0.679223656654357
260,2,"[1630.0, 395.0, 172.0, 156.0]",0.6627763509750361
260,5,"[1661.0, 646.0, 181.0, 166.0]",0.5937952399253841
260,5,"[1206.0, 603.0, 640.0, 193.0]",0.5233860015869141
260,5,"[239.0, 531.0, 1473.0, 287.0]",0.5162613987922661
260,18,"[145.0, 19.0, 1000.0, 339.0]",0.504064261913299
260,8,"[1656.0, 338.0, 69.0, 62.0]",0.49951589107513406
260,5,"[285.0, 587.0, 141.0, 130.0]",0.43038293719291604
260,5,"[348.0, 539.0, 839.0, 199.0]",0.416962385177612
260,18,"[33.0, 17.0, 350.0, 296.0]",0.367857426404953
260,2,"[1043.0, 375.0, 729.0, 209.0]",0.34053912758827204
260,8,"[1296.0, 360.0, 69.0, 72.0]",0.31823468208312905
260,1,"[357.0, 388.0, 1409.0, 331.0]",0.31538990139961204
260,1,"[300.0, 361.0, 789.0, 176.0]",0.281540900468826
260,1,"[297.0, 361.0, 253.0, 164.0]",0.27491420507431
260,8,"[1017.0, 339.0, 61.0, 61.0]",0.269890487194061
260,7,"[1052.0, 322.0, 685.0, 155.0]",0.256784558296203
260,5,"[982.0, 593.0, 360.0, 140.0]",0.242507711052894
260,1,"[471.0, 371.0, 76.0, 87.0]",0.23813158273696902
260,2,"[580.0, 354.0, 1247.0, 359.0]",0.22196778655052102
260,7,"[288.0, 322.0, 63.0, 69.0]",0.217819824814796
260,7,"[296.0, 332.0, 793.0, 145.0]",0.21099121868610302
260,7,"[1033.0, 343.0, 309.0, 84.0]",0.20344756543636303
260,7,"[292.0, 285.0, 823.0, 130.0]",0.20039452612400002
537,31,"[135.0, 20.0, 562.0, 826.0]",0.7865826487541191
305,18,"[600.0, 79.0, 426.0, 365.0]",0.699098944664001
305,1,"[269.0, 388.0, 182.0, 178.0]",0.519341826438903
305,5,"[1305.0, 631.0, 111.0, 71.0]",0.43153700232505804
305,5,"[709.0, 933.0, 140.0, 147.0]",0.42273521423339805
305,18,"[77.0, 19.0, 328.0, 342.0]",0.385203391313552
305,18,"[83.0, 38.0, 1007.0, 360.0]",0.38174641132354703
305,1,"[301.0, 446.0, 1100.0, 390.0]",0.381284952163696
305,5,"[245.0, 632.0, 126.0, 146.0]",0.283617705106735
305,1,"[1344.0, 515.0, 63.0, 77.0]",0.279418438673019
305,8,"[699.0, 416.0, 59.0, 66.0]",0.227640733122825
305,5,"[225.0, 623.0, 1033.0, 457.0]",0.212540104985237
305,8,"[724.0, 425.0, 175.0, 162.0]",0.20404690504074002
598,1,"[287.0, 304.0, 171.0, 200.0]",0.8027408123016351
598,7,"[359.0, 234.0, 67.0, 87.0]",0.788565099239349
598,5,"[970.0, 549.0, 436.0, 92.0]",0.509019494056701
598,18,"[420.0, 162.0, 419.0, 324.0]",0.5024585723876951
598,7,"[1005.0, 376.0, 403.0, 73.0]",0.44174474477767905
598,1,"[1062.0, 426.0, 342.0, 102.0]",0.44071874022483803
598,2,"[988.0, 404.0, 75.0, 98.0]",0.33037069439888
598,1,"[1313.0, 441.0, 89.0, 78.0]",0.327686518430709
598,5,"[344.0, 543.0, 752.0, 174.0]",0.282021284103393
598,5,"[1320.0, 565.0, 74.0, 68.0]",0.26835560798645003
598,18,"[313.0, 125.0, 831.0, 381.0]",0.257824540138244
598,5,"[294.0, 535.0, 1093.0, 276.0]",0.251226335763931
598,5,"[322.0, 517.0, 169.0, 201.0]",0.20784990489482802
598,7,"[1013.0, 364.0, 176.0, 58.0]",0.20469418168067902
575,18,"[698.0, 189.0, 429.0, 273.0]",0.5455994009971611
575,1,"[1064.0, 380.0, 225.0, 140.0]",0.514501214027404
575,18,"[105.0, 148.0, 1048.0, 321.0]",0.40013462305068903
575,5,"[1064.0, 556.0, 340.0, 103.0]",0.37901696562767
575,7,"[1089.0, 307.0, 182.0, 122.0]",0.34010323882102905
575,7,"[1106.0, 297.0, 57.0, 71.0]",0.316177308559417
575,5,"[724.0, 547.0, 607.0, 151.0]",0.299733847379684
575,5,"[197.0, 508.0, 1110.0, 293.0]",0.255272299051284
575,1,"[1180.0, 420.0, 102.0, 99.0]",0.24963392317295002
575,1,"[793.0, 413.0, 571.0, 181.0]",0.24596366286277702
575,1,"[211.0, 416.0, 170.0, 179.0]",0.22740620374679502
575,1,"[304.0, 406.0, 83.0, 86.0]",0.20057332515716503
594,7,"[773.0, 155.0, 64.0, 92.0]",0.6022878289222711
594,1,"[785.0, 300.0, 586.0, 172.0]",0.519261956214904
594,1,"[1301.0, 359.0, 108.0, 88.0]",0.464264899492263
594,18,"[387.0, 81.0, 439.0, 281.0]",0.46366229653358404
594,5,"[732.0, 452.0, 667.0, 148.0]",0.415671378374099
594,18,"[16.0, 33.0, 1078.0, 329.0]",0.35230472683906505
594,5,"[1317.0, 488.0, 69.0, 76.0]",0.283778667449951
594,7,"[1030.0, 284.0, 334.0, 86.0]",0.28363379836082403
594,5,"[972.0, 470.0, 406.0, 104.0]",0.274370610713958
594,7,"[782.0, 166.0, 561.0, 201.0]",0.27115768194198603
594,1,"[455.0, 336.0, 63.0, 70.0]",0.25633284449577304
594,5,"[734.0, 476.0, 397.0, 120.0]",0.23532888293266202
594,7,"[768.0, 156.0, 307.0, 154.0]",0.21777234971523202
594,7,"[1331.0, 315.0, 58.0, 50.0]",0.21160280704498202
594,18,"[14.0, 24.0, 310.0, 343.0]",0.20880299806594801
53,20,"[843.0, 66.0, 1041.0, 691.0]",0.8684870004653931
53,1,"[1076.0, 616.0, 148.0, 147.0]",0.5490063428878781
53,5,"[1108.0, 857.0, 77.0, 119.0]",0.535324811935424
53,7,"[1119.0, 552.0, 61.0, 70.0]",0.283298403024673
633,18,"[660.0, 99.0, 443.0, 358.0]",0.703797817230224
633,2,"[1214.0, 500.0, 236.0, 123.0]",0.608733892440795
633,5,"[1168.0, 660.0, 290.0, 106.0]",0.5373569726943971
633,5,"[371.0, 652.0, 141.0, 151.0]",0.46771097183227506
633,18,"[58.0, 40.0, 1059.0, 370.0]",0.42178493738174405
633,5,"[236.0, 605.0, 1217.0, 331.0]",0.40525051951408303
633,7,"[408.0, 334.0, 274.0, 95.0]",0.360757946968078
633,7,"[1188.0, 444.0, 274.0, 86.0]",0.337619721889495
633,5,"[1364.0, 672.0, 123.0, 79.0]",0.335065722465515
633,5,"[55.0, 536.0, 479.0, 283.0]",0.319462150335311
633,5,"[426.0, 593.0, 872.0, 198.0]",0.307582259178161
633,2,"[81.0, 385.0, 75.0, 85.0]",0.302064061164855
633,18,"[563.0, 101.0, 1187.0, 383.0]",0.27939698100090005
633,7,"[1188.0, 441.0, 134.0, 60.0]",0.24072641134262002
633,2,"[908.0, 493.0, 524.0, 158.0]",0.23757299780845603
633,18,"[18.0, 27.0, 447.0, 298.0]",0.23750533163547502
633,2,"[1148.0, 494.0, 76.0, 98.0]",0.23709264397621102
633,2,"[468.0, 431.0, 844.0, 160.0]",0.22899205982685003
633,2,"[1249.0, 489.0, 85.0, 108.0]",0.22523638606071403
633,2,"[1381.0, 542.0, 67.0, 88.0]",0.22289410233497603
633,7,"[102.0, 329.0, 384.0, 97.0]",0.21761386096477503
633,7,"[443.0, 387.0, 836.0, 142.0]",0.20661658048629702
633,7,"[405.0, 333.0, 73.0, 86.0]",0.20526078343391402
997,17,"[0.0, 413.0, 526.0, 667.0]",0.8166200518608091
997,31,"[1090.0, 190.0, 777.0, 870.0]",0.48201566934585505
997,1,"[3.0, 334.0, 264.0, 333.0]",0.262353867292404
997,7,"[2.0, 260.0, 91.0, 80.0]",0.254508256912231
671,18,"[616.0, 45.0, 450.0, 344.0]",0.7385123372077941
671,18,"[122.0, 31.0, 941.0, 360.0]",0.534159004688262
671,5,"[1716.0, 533.0, 60.0, 67.0]",0.44195687770843506
671,5,"[40.0, 518.0, 1214.0, 302.0]",0.44160354137420604
671,2,"[1729.0, 427.0, 71.0, 74.0]",0.40528067946434004
671,7,"[94.0, 312.0, 438.0, 85.0]",0.35332575440406805
671,5,"[199.0, 498.0, 733.0, 177.0]",0.34495836496353105
671,2,"[829.0, 389.0, 77.0, 93.0]",0.340074896812438
671,5,"[815.0, 529.0, 390.0, 104.0]",0.339973479509353
671,5,"[78.0, 486.0, 454.0, 238.0]",0.296131044626235
671,5,"[50.0, 555.0, 149.0, 154.0]",0.28633025288581804
671,7,"[102.0, 311.0, 67.0, 76.0]",0.28560307621955805
671,7,"[83.0, 272.0, 821.0, 140.0]",0.274724841117858
671,5,"[1086.0, 534.0, 689.0, 170.0]",0.271896123886108
671,7,"[858.0, 353.0, 316.0, 79.0]",0.263879835605621
671,2,"[821.0, 393.0, 386.0, 107.0]",0.25491383671760504
671,5,"[106.0, 594.0, 94.0, 114.0]",0.24799072742462103
671,5,"[1092.0, 490.0, 680.0, 150.0]",0.234068199992179
671,2,"[29.0, 359.0, 902.0, 172.0]",0.22447223961353302
671,2,"[437.0, 387.0, 749.0, 147.0]",0.210455283522605
501,7,"[1109.0, 608.0, 81.0, 93.0]",0.706592500209808
501,31,"[6.0, 22.0, 1646.0, 864.0]",0.598341226577758
501,31,"[8.0, 23.0, 709.0, 690.0]",0.32396918535232505
501,1,"[616.0, 678.0, 84.0, 72.0]",0.253804892301559
501,1,"[984.0, 667.0, 171.0, 175.0]",0.24762316048145203
501,1,"[610.0, 665.0, 556.0, 175.0]",0.203269079327583
699,18,"[14.0, 34.0, 459.0, 347.0]",0.7065517902374261
699,7,"[850.0, 283.0, 300.0, 77.0]",0.41177785396575906
699,1,"[1699.0, 386.0, 83.0, 100.0]",0.400909066200256
699,5,"[791.0, 488.0, 387.0, 110.0]",0.386927664279937
699,5,"[1692.0, 520.0, 58.0, 74.0]",0.372257351875305
699,7,"[886.0, 265.0, 855.0, 151.0]",0.318674117326736
699,1,"[133.0, 338.0, 77.0, 67.0]",0.298592269420623
699,2,"[650.0, 330.0, 256.0, 121.0]",0.281083315610885
699,18,"[46.0, 21.0, 1128.0, 380.0]",0.271909654140472
699,5,"[324.0, 465.0, 1461.0, 367.0]",0.270766973495483
699,5,"[909.0, 494.0, 833.0, 157.0]",0.260248363018035
699,2,"[789.0, 331.0, 300.0, 123.0]",0.25977292656898504
699,2,"[810.0, 330.0, 88.0, 108.0]",0.25070792436599704
699,1,"[949.0, 353.0, 236.0, 114.0]",0.249261870980262
699,5,"[622.0, 468.0, 455.0, 105.0]",0.23057581484317702
699,2,"[650.0, 352.0, 538.0, 170.0]",0.21464991569519
699,5,"[164.0, 439.0, 825.0, 156.0]",0.21040010452270502
699,2,"[996.0, 370.0, 785.0, 150.0]",0.20417316257953602
983,17,"[554.0, 241.0, 657.0, 615.0]",0.940641939640045
488,20,"[375.0, 59.0, 1544.0, 827.0]",0.9070549011230461
488,2,"[1116.0, 737.0, 89.0, 111.0]",0.49696475267410206
488,5,"[1089.0, 916.0, 86.0, 100.0]",0.36648172140121404
488,7,"[1132.0, 687.0, 51.0, 60.0]",0.205132663249969
917,31,"[703.0, 320.0, 765.0, 484.0]",0.743419110774993
917,31,"[4.0, 215.0, 1676.0, 654.0]",0.7020961046218871
917,41,"[1490.0, 825.0, 51.0, 106.0]",0.46457791328430104
917,17,"[763.0, 351.0, 241.0, 457.0]",0.45550140738487205
917,38,"[20.0, 14.0, 1637.0, 322.0]",0.400237768888473
917,2,"[1004.0, 654.0, 69.0, 74.0]",0.370899260044097
917,1,"[1003.0, 656.0, 67.0, 74.0]",0.305801033973693
917,31,"[990.0, 367.0, 457.0, 394.0]",0.20955723524093603
481,31,"[138.0, 14.0, 1719.0, 984.0]",0.582525193691253
481,1,"[743.0, 723.0, 604.0, 275.0]",0.515364110469818
481,7,"[840.0, 609.0, 469.0, 166.0]",0.32130321860313404
481,7,"[831.0, 631.0, 101.0, 127.0]",0.201853364706039
136,1,"[63.0, 717.0, 419.0, 199.0]",0.6725366115570061
136,31,"[544.0, 331.0, 1334.0, 459.0]",0.6465717554092401
136,7,"[132.0, 617.0, 220.0, 117.0]",0.35194727778434703
136,31,"[859.0, 228.0, 310.0, 356.0]",0.30273324251174905
136,5,"[12.0, 973.0, 308.0, 107.0]",0.288645714521408
136,20,"[360.0, 441.0, 304.0, 137.0]",0.2771977186203
136,1,"[60.0, 723.0, 176.0, 171.0]",0.24048052728176103
136,7,"[117.0, 648.0, 72.0, 81.0]",0.23952902853488903
45,7,"[1312.0, 594.0, 108.0, 138.0]",0.488777339458465
45,2,"[1219.0, 722.0, 259.0, 292.0]",0.37812143564224204
45,31,"[121.0, 16.0, 1799.0, 970.0]",0.340575963258743
191,18,"[426.0, 3.0, 469.0, 323.0]",0.627616167068481
191,5,"[655.0, 830.0, 150.0, 195.0]",0.6132959723472591
191,5,"[687.0, 677.0, 465.0, 339.0]",0.5800258517265321
191,1,"[671.0, 419.0, 509.0, 310.0]",0.536939859390258
191,1,"[0.0, 291.0, 1063.0, 469.0]",0.30324575304985
191,5,"[995.0, 672.0, 166.0, 166.0]",0.301265120506286
191,1,"[1046.0, 465.0, 160.0, 171.0]",0.29645517468452404
191,8,"[658.0, 357.0, 147.0, 161.0]",0.28860506415367104
191,8,"[1129.0, 408.0, 52.0, 70.0]",0.27057334780693004
191,7,"[690.0, 354.0, 471.0, 258.0]",0.26187047362327504
191,7,"[642.0, 577.0, 106.0, 102.0]",0.25387045741081204
933,2,"[852.0, 440.0, 332.0, 383.0]",0.759462296962738
933,7,"[1001.0, 252.0, 138.0, 179.0]",0.7491955757141111
933,1,"[662.0, 570.0, 71.0, 88.0]",0.5529321432113641
933,5,"[674.0, 680.0, 55.0, 61.0]",0.34800323843955905
933,7,"[658.0, 312.0, 472.0, 268.0]",0.298954218626022
933,2,"[866.0, 372.0, 1042.0, 514.0]",0.24494192004203702
933,31,"[1194.0, 158.0, 720.0, 737.0]",0.200801387429237
589,1,"[469.0, 351.0, 202.0, 145.0]",0.6899473667144771
589,7,"[1385.0, 316.0, 62.0, 69.0]",0.650680661201477
